2021-06-20 11:59:58,886 - run.py[line:53] - INFO: Loading data...
2021-06-20 12:00:14,478 - run.py[line:59] - INFO: Time usage:0:00:16
2021-06-20 12:00:19,315 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:53] - INFO: Epoch [1/3]
2021-06-20 12:16:22,271 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 620, train loss: 0.00591087294742465
2021-06-20 12:16:29,089 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 630, train loss: 0.01121513918042183
2021-06-20 12:16:35,863 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 640, train loss: 0.022288162261247635
2021-06-20 12:16:42,578 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 650, train loss: 0.0042715915478765965
2021-06-20 12:16:49,296 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 660, train loss: 0.006120841950178146
2021-06-20 12:16:56,019 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 670, train loss: 0.015285488218069077
2021-06-20 12:17:02,613 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 680, train loss: 0.01179533265531063
2021-06-20 12:17:09,218 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 690, train loss: 0.01730215549468994
2021-06-20 12:17:15,819 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 700, train loss: 0.004932130686938763
2021-06-20 12:17:22,400 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 710, train loss: 0.003152672667056322
2021-06-20 12:17:28,952 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 720, train loss: 0.0011978917755186558
2021-06-20 12:17:35,530 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 730, train loss: 0.00818251445889473
2021-06-20 12:17:42,114 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 740, train loss: 0.002662155544385314
2021-06-20 12:17:48,663 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 750, train loss: 0.02074013277888298
2021-06-20 12:17:55,218 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 760, train loss: 0.013441529124975204
2021-06-20 12:18:01,774 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 770, train loss: 0.02545410767197609
2021-06-20 12:18:08,329 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 780, train loss: 0.0018441998399794102
2021-06-20 12:18:14,891 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 790, train loss: 0.008395873941481113
2021-06-20 12:18:21,434 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 800, train loss: 0.0094831557944417
2021-06-20 12:18:27,980 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 810, train loss: 0.010027590207755566
2021-06-20 12:18:34,542 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 820, train loss: 0.00900583527982235
2021-06-20 12:18:41,100 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 830, train loss: 0.005506458692252636
2021-06-20 12:18:47,626 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 840, train loss: 0.011889182962477207
2021-06-20 12:18:54,169 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 850, train loss: 0.007675326429307461
2021-06-20 12:19:00,716 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 860, train loss: 0.011310402303934097
2021-06-20 12:19:07,330 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 870, train loss: 6.474670954048634e-05
2021-06-20 12:19:13,869 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 880, train loss: 0.021755773574113846
2021-06-20 12:19:20,432 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 890, train loss: 0.0016848291270434856
2021-06-20 12:19:26,983 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 900, train loss: 0.006735728122293949
2021-06-20 12:19:33,535 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 910, train loss: 0.0020490759052336216
2021-06-20 12:19:40,110 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 920, train loss: 0.011198772117495537
2021-06-20 12:19:46,700 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 930, train loss: 0.010856876149773598
2021-06-20 12:19:53,283 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 940, train loss: 0.012035084888339043
2021-06-20 12:19:59,841 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 950, train loss: 0.010905967094004154
2021-06-20 12:20:06,437 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 960, train loss: 0.01722833700478077
2021-06-20 12:20:12,991 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 970, train loss: 0.015154324471950531
2021-06-20 12:20:19,554 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 980, train loss: 0.008967066183686256
2021-06-20 12:20:26,130 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 990, train loss: 0.027974016964435577
2021-06-20 12:20:32,689 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:103] - INFO: model evaluating
2021-06-20 12:21:56,853 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:121] - INFO: computing hitn
2021-06-20 12:21:56,898 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:80] - INFO: Iter: 1000,  Train Loss: 0.017527729272842407,  Val Acc: 0.5549445055494444, Val score: 179.16159852797168, Time: 0:13:48 *
2021-06-20 12:22:03,444 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1010, train loss: 0.013705664314329624
2021-06-20 12:22:09,996 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1020, train loss: 0.007214733399450779
2021-06-20 12:22:16,550 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1030, train loss: 0.007871841080486774
2021-06-20 12:22:23,103 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1040, train loss: 0.010136112570762634
2021-06-20 12:22:29,663 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1050, train loss: 0.004435249604284763
2021-06-20 12:22:36,234 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1060, train loss: 0.009198997169733047
2021-06-20 12:22:42,805 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1070, train loss: 0.006790921092033386
2021-06-20 12:22:49,393 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1080, train loss: 0.00545932212844491
2021-06-20 12:22:55,925 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1090, train loss: 0.0032390353735536337
2021-06-20 12:23:02,484 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1100, train loss: 0.005855799652636051
2021-06-20 12:23:09,034 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1110, train loss: 0.004542759153991938
2021-06-20 12:23:15,597 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1120, train loss: 0.0021758046932518482
2021-06-20 12:23:22,137 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1130, train loss: 0.010765300132334232
2021-06-20 12:23:28,690 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1140, train loss: 0.02301323413848877
2021-06-20 12:23:35,256 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1150, train loss: 0.0028068118263036013
2021-06-20 12:23:41,805 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1160, train loss: 0.013990040868520737
2021-06-20 12:23:48,352 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1170, train loss: 0.02129760943353176
2021-06-20 12:23:54,964 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1180, train loss: 0.0060877725481987
2021-06-20 12:24:01,514 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1190, train loss: 0.00021087494678795338
2021-06-20 12:24:08,072 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1200, train loss: 0.013011318631470203
2021-06-20 12:24:14,658 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1210, train loss: 0.008807052858173847
2021-06-20 12:24:21,221 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1220, train loss: 0.012894620187580585
2021-06-20 12:24:27,765 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1230, train loss: 0.008597997948527336
2021-06-20 12:24:34,329 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1240, train loss: 0.013077838346362114
2021-06-20 12:24:40,893 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1250, train loss: 0.006698654964566231
2021-06-20 12:24:47,476 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1260, train loss: 0.002150746528059244
2021-06-20 12:24:54,056 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1270, train loss: 0.006507338024675846
2021-06-20 12:25:00,617 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1280, train loss: 0.004167805425822735
2021-06-20 12:25:07,178 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1290, train loss: 0.011598886922001839
2021-06-20 12:25:13,809 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1300, train loss: 0.0017498561646789312
2021-06-20 12:25:20,415 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1310, train loss: 0.005762959830462933
2021-06-20 12:25:27,002 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1320, train loss: 0.012487899512052536
2021-06-20 12:25:33,553 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1330, train loss: 0.009796720929443836
2021-06-20 12:25:40,142 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1340, train loss: 0.014468669891357422
2021-06-20 12:25:46,692 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1350, train loss: 0.0
2021-06-20 12:25:53,270 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1360, train loss: 0.010686884634196758
2021-06-20 12:25:59,976 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1370, train loss: 0.018535660579800606
2021-06-20 12:26:06,669 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1380, train loss: 0.016597596928477287
2021-06-20 12:26:13,242 - /home/users/liuhongli/Models/Bert-Chinese-Text-Classification-Pytorch/train_eval.py[line:67] - INFO: total_batch: 1390, train loss: 0.00668287742882967
